Category,Message,text_length,clean_text
spam,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop,144,freemsg txt call claim reward hours talk time use phone subscribegbpmnth inc hrs stoptxtstop
ham,"Hey j! r u feeling any better, hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx",153,hey j r u feeling better hopeso hunny amnow feelin ill ithink may tonsolitusaswell damn iam layin bedreal bored lotsof luv xxxx
ham,And I don't plan on staying the night but I prolly won't be back til late,73,dont plan staying night prolly wont back til late
ham,THANX 4 PUTTIN DA FONE DOWN ON ME!!,35,thanx puttin da fone
ham,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?",72,need th im campus atm could pick hour two
ham,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up...",133,oh haha den shld went today gee nvm la kaiez dun mind goin jazz oso scared hiphop open cant catch
ham,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!,106,running managed minutes needed oxygen might resort roller option
ham,We live in the next  &lt;#&gt; mins,35,live next ltgt mins
ham,Y de asking like this.,22,de asking like
ham,Just glad to be talking to you.,31,glad talking
ham,Wat time ü finish?,18,wat time ü finish
ham,Sorry da. I gone mad so many pending works what to do.,54,sorry da gone mad many pending works
ham,How much you got for cleaning,29,much got cleaning
ham,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30,101,hows favourite person today r u workin hard couldnt sleep last nite nearly rang u
spam,Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B,108,sunshine quiz win super sony dvd recorder canname capital australia text mquiz b
ham,Ü called dad oredi...,21,ü called dad oredi
ham,Good. do you think you could send me some pix? I would love to see your top and bottom...,89,good think could send pix would love see top bottom
ham,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.,75,nvm im going wear sport shoes anyway im going late leh
ham,"Sorry, I'll call later In meeting.",34,sorry ill call later meeting
ham,THIS IS A LONG FUCKIN SHOWR,27,long fuckin showr
ham,"Received, understood n acted upon!",34,received understood n acted upon
ham,They finally came to fix the ceiling.,37,finally came fix ceiling
ham,"U need my presnts always bcz U cant mis love. ""jeevithathile irulinae neekunna prakasamanu sneham"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me....",170,u need presnts always bcz u cant mis love jeevithathile irulinae neekunna prakasamanu sneham prakasam ennal prabha mns prabha islove got dont mis
ham,Jus finish blowing my hair. U finish dinner already?,52,jus finish blowing hair u finish dinner already
ham,I'm on the bus. Love you,24,im bus love
ham,Lol ... I knew that .... I saw him in the dollar store,54,lol knew saw dollar store
spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!,137,please call customer service representative ampm guaranteed £ cash £ prize
spam,Todays Voda numbers ending with 7634 are selected to receive a £350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.,165,todays voda numbers ending selected receive £ reward match please call quoting claim code standard rates apply
ham,Only saturday and sunday holiday so its very difficult:),56,saturday sunday holiday difficult
ham,Everybody had fun this evening. Miss you.,41,everybody fun evening miss
ham,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?",89,got hella gas money want go grand nature adventure galileo little bit
ham,"I'm in a meeting, call me later at",34,im meeting call later
ham,Oh wow thats gay. Will firmware update help,43,oh wow thats gay firmware update help
ham,These won't do. Have to move on to morphine,43,wont move morphine
ham,How come i din c ü... Yup i cut my hair...,42,come din c ü yup cut hair
ham,K k pa Had your lunch aha.,26,k k pa lunch aha
ham,Oh ho. Is this the first time u use these type of words,55,oh ho first time u use type words
ham,Captain vijaykanth is doing comedy in captain tv..he is drunken :),66,captain vijaykanth comedy captain tvhe drunken
ham,Of course. I guess god's just got me on hold right now.,55,course guess gods got hold right
ham,Do you hide anythiing or keeping distance from me,49,hide anythiing keeping distance
ham,Havent.,7,havent
spam,You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3,143,ripped get mobile content wwwclubmobycom call polytruepixringtonesgames six downloads
ham,Sorry i din lock my keypad.,27,sorry din lock keypad
ham,Did u got that persons story,28,u got persons story
ham,Are you planning to come chennai?,33,planning come chennai
spam,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705,155,tried contact reply offer video phone anytime network mins half price line rental camcorder reply call
ham,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!,157,god created gap btwn ur fingers dat sum vry special fill gaps holding ur hands plz dont ask created much gap legs
ham,We are okay. Going to sleep now. Later,38,okay going sleep later
ham,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",159,please protect ethreats sib never asks sensitive information like passwordsatmsms pin thru email never share password anybody
ham,"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to ""DRINK"". . . But don't ""DRIVE """,135,finally happened aftr decades beer cheaper petrol goverment expects us drink dont drive
spam,A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611,155,£ xmas reward waiting computer randomly picked loyal mobile customers receive £ reward call
ham,Where r e meeting tmr?,22,r e meeting tmr
ham,Lol yes. But it will add some spice to your day.,48,lol yes add spice day
ham,Hope you are having a great day.,32,hope great day
ham,Our Prasanth ettans mother passed away last night. Just pray for her and family.,80,prasanth ettans mother passed away last night pray family
ham,"K, I'll work something out",26,k ill work something
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04,136,private account statement shows unredeemed points call identifier code expires
ham,This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age,106,message great doctor india drink appy fizz contains cancer causing age
ham,I cant pick the phone right now. Pls send a message,51,cant pick phone right pls send message
ham,You call him and tell now infront of them. Call him now.,56,call tell infront call
ham,Ok no prob...,13,ok prob
ham,Ladies first and genus second k .,33,ladies first genus second k
ham,No. Yes please. Been swimming?,30,yes please swimming
ham,Mum not going robinson already.,31,mum going robinson already
ham,Ok set let u noe e details later...,35,ok set let u noe e details later
ham,Not..tel software name..,24,nottel software name
ham,I send the print  outs da.,26,send print outs da
ham,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO,48,im realy soz imat mums nite moro
ham,"When I was born, GOD said, ""Oh No! Another IDIOT"". When you were born, GOD said, ""OH No! COMPETITION"". Who knew, one day these two will become FREINDS FOREVER!",159,born god said oh another idiot born god said oh competition knew one day two become freinds forever
ham,"I didnt get ur full msg..sometext is missing, send it again",59,didnt get ur full msgsometext missing send
ham,"Probably not, I'm almost out of gas and I get some cash tomorrow",64,probably im almost gas get cash tomorrow
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",152,customer service announcement recently tried make delivery unable please call reschedule ref
ham,I forgot 2 ask ü all smth.. There's a card on da present lei... How? Ü all want 2 write smth or sign on it?,107,forgot ask ü smth theres card da present lei ü want write smth sign
ham,I'm leaving my house now.,25,im leaving house
spam,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text",160,hi babe chloe r u smashed saturday night great weekend u missing sp visionsmscom text stop stop ptext
ham,Ü ready then call me...,23,ü ready call
ham,Wewa is 130. Iriver 255. All 128 mb.,36,wewa iriver mb
ham,It is a good thing I'm now getting the connection to bw,55,good thing im getting connection bw
ham,Sry da..jst nw only i came to home..,36,sry dajst nw came home
ham,"That's cool he'll be here all night, lemme know when you're around",66,thats cool hell night lemme know youre around
ham,Are you staying in town ?,25,staying town
ham,"Haha yeah, 2 oz is kind of a shitload",37,haha yeah oz kind shitload
ham,Ok u can take me shopping when u get paid =D,44,ok u take shopping u get paid
ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",160,life means lot love life love people life world calls friends call world ge
ham,"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins",63,alright well bring see like ltgt mins
ham,But pls dont play in others life.,33,pls dont play others life
ham,Eatin my lunch...,17,eatin lunch
ham,Hmmm.but you should give it on one day..,40,hmmmbut give one day
ham,"Didn't try, g and I decided not to head out",43,didnt try g decided head
ham,Ok no prob,10,ok prob
ham,Surly ill give it to you:-) while coming to review.,51,surly ill give coming review
